OHR.NCFireweed_ZH-CN8827671063_1920x1080.jpg,https://cn.bing.com//th?id=OHR.NCFireweed_ZH-CN8827671063_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190505,20190506,华盛顿州北瀑布国家公园中的柳兰 (© Danita Delimont/Getty Images)
﻿OHR.AmericanCulturalCapital_ZH-CN8717487767_1920x1080.jpg,https://cn.bing.com//th?id=OHR.AmericanCulturalCapital_ZH-CN8717487767_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190504,20190505,圣米格尔·德阿连德，墨西哥 (© ferrantraite/Getty Images)
OHR.SkelligMichael_ZH-CN8635121409_1920x1080.jpg,https://cn.bing.com//th?id=OHR.SkelligMichael_ZH-CN8635121409_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190503,20190504,斯凯利格群岛（由斯凯利格·迈克尔岛和小斯凯利格岛组成），爱尔兰 (© Design Pics/DanitaDelimont.com)
OHR.MargaretRiverVineyards_ZH-CN8547374435_1920x1080.jpg,https://cn.bing.com//th?id=OHR.MargaretRiverVineyards_ZH-CN8547374435_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190502,20190503,玛格丽特河附近葡萄园的黎明，澳大利亚 (© Nick Rains/Corbis NX/Getty Images)
OHR.RuffLek_ZH-CN8485019267_1920x1080.jpg,https://cn.bing.com//th?id=OHR.RuffLek_ZH-CN8485019267_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190501,20190502,挪威瓦朗厄尔半岛上一只展示翎颌的雄性涉禽 (© Winfried Wisniewski/Minden Pictures)
OHR.may1_ZH-CN8582006115_1920x1080.jpg,https://cn.bing.com//th?id=OHR.may1_ZH-CN8582006115_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190430,20190501,【今日劳动节】 (© Katvic/Shutterstock)
OHR.GlenfinnanViaduct_ZH-CN8400951216_1920x1080.jpg,https://cn.bing.com//th?id=OHR.GlenfinnanViaduct_ZH-CN8400951216_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190429,20190430,苏格兰格伦芬南高架桥 (© Jon Arnold/DanitaDelimont.com)
OHR.BabySloth_ZH-CN8329403615_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BabySloth_ZH-CN8329403615_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190428,20190429,棕色褐喉树懒幼崽与妈妈，哥斯达黎加树懒保护区 (© Suzi Eszterhas/Minden Pictures)
﻿OHR.SpringBadlands_ZH-CN8280871661_1920x1080.jpg,https://cn.bing.com//th?id=OHR.SpringBadlands_ZH-CN8280871661_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190427,20190428,荒地国家公园城堡小径附近的草原和尖塔石山 (© Danita Delimont/Getty Images)
OHR.BloomingAloe_ZH-CN8209855003_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BloomingAloe_ZH-CN8209855003_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190426,20190427,一只蜂鸟盘旋在盛开的芦荟花丛中，加利福尼亚拉古纳海滩 (© Aurora Photos/Offset)
OHR.CoastalFog_ZH-CN8104406852_1920x1080.jpg,https://cn.bing.com//th?id=OHR.CoastalFog_ZH-CN8104406852_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190425,20190426,亨利考威尔红杉州立公园中的海岸红杉，加利福尼亚 (© Gallery Stock)
OHR.FireIce_ZH-CN2924097132_1920x1080.jpg,https://cn.bing.com//th?id=OHR.FireIce_ZH-CN2924097132_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190424,20190425,日落时瓦特纳冰川上的冰洞，冰岛 (© Johnathan Ampersand Esper/Aurora Photos)
OHR.RainforestMoss_ZH-CN2878951870_1920x1080.jpg,https://cn.bing.com//th?id=OHR.RainforestMoss_ZH-CN2878951870_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190423,20190424,华盛顿奥林匹克国家公园里的奎诺雨林 (© Jason Savage/Tandem Stills + Motion)
OHR.CasaBatllo_ZH-CN2826447794_1920x1080.jpg,https://cn.bing.com//th?id=OHR.CasaBatllo_ZH-CN2826447794_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190422,20190423,巴特罗之家，西班牙巴塞罗那 (© Jon Arnold Images Ltd/Alamy)
OHR.LaysanAlbatross_ZH-CN2784683590_1920x1080.jpg,https://cn.bing.com//th?id=OHR.LaysanAlbatross_ZH-CN2784683590_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190421,20190422,西北夏威夷群岛中途岛环礁上的黑背信天翁雏鸟 (© Jaymi Heimbuch/Minden Pictures)
﻿OHR.LightHouseNS_ZH-CN9060766128_1920x1080.jpg,https://cn.bing.com//th?id=OHR.LightHouseNS_ZH-CN9060766128_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190507,20190508,黄昏时佩吉海湾的灯塔，加拿大新斯科舍省 (© Darwin Wiggett/Offset)
﻿OHR.LightHouseNS_ZH-CN9060766128_1920x1080.jpg,https://cn.bing.com//th?id=OHR.LightHouseNS_ZH-CN9060766128_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190507,20190508,黄昏时佩吉海湾的灯塔，加拿大新斯科舍省 (© Darwin Wiggett/Offset)
OHR.StMaryFalls_ZH-CN8917284967_1920x1080.jpg,https://cn.bing.com//th?id=OHR.StMaryFalls_ZH-CN8917284967_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190506,20190507,冰川国家公园里的圣玛丽瀑布，蒙大拿 (© Pung/Shutterstock)
﻿OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg,https://cn.bing.com//th?id=OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190512,20190513,松木国家森林，佛罗里达州 (© plainpicture/Cavan Images)
OHR.PipingPlover_ZH-CN0992806167_1920x1080.jpg,https://cn.bing.com//th?id=OHR.PipingPlover_ZH-CN0992806167_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190511,20190512,琼斯海滩岛上的笛鸻和它的幼崽 (© Vicki Jauron/Getty Images)
OHR.ZaanseSchans_ZH-CN5665496862_1920x1080.jpg,https://cn.bing.com//th?id=OHR.ZaanseSchans_ZH-CN5665496862_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190510,20190511,荷兰阿姆斯特丹附近赞瑟斯汉斯村里古老的风车 (© Matt Cooper/Gallery Stock)
﻿OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg,https://cn.bing.com//th?id=OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190512,20190513,松木国家森林，佛罗里达州 (© plainpicture/Cavan Images)
OHR.ChannelIslandFox_ZH-CN5568101953_1920x1080.jpg,https://cn.bing.com//th?id=OHR.ChannelIslandFox_ZH-CN5568101953_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190509,20190510,圣克鲁斯岛上的一只岛屿灰狐，加利福尼亚州海峡群岛国家公园 (© Ian Shive/Tandem Motion + Stills)
﻿OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg,https://cn.bing.com//th?id=OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190512,20190513,松木国家森林，佛罗里达州 (© plainpicture/Cavan Images)
OHR.SerengetiZebra_ZH-CN9007197602_1920x1080.jpg,https://cn.bing.com//th?id=OHR.SerengetiZebra_ZH-CN9007197602_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190508,20190509,塞伦盖蒂国家公园里的斑马群，坦桑尼亚 (© pchoui/Getty Images)
﻿OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg,https://cn.bing.com//th?id=OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190512,20190513,松木国家森林，佛罗里达州 (© plainpicture/Cavan Images)
OHR.LightHouseNS_ZH-CN9060766128_1920x1080.jpg,https://cn.bing.com//th?id=OHR.LightHouseNS_ZH-CN9060766128_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190507,20190508,黄昏时佩吉海湾的灯塔，加拿大新斯科舍省 (© Darwin Wiggett/Offset)
﻿OHR.xiaoicepainting_ZH-CN8581660984_1920x1080.jpg,https://cn.bing.com//th?id=OHR.xiaoicepainting_ZH-CN8581660984_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190515,20190516,来自人工智能的画作《思念》 (© 微软小冰)
OHR.JasperCub_ZH-CN4314891686_1920x1080.jpg,https://cn.bing.com//th?id=OHR.JasperCub_ZH-CN4314891686_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190514,20190515,松树上的一只美国黑熊幼崽，加拿大贾斯珀国家公园 (© Donald M. Jones/Minden Pictures)
OHR.BlueCannes_ZH-CN1811852585_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BlueCannes_ZH-CN1811852585_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190513,20190514,戛纳，法国 (© Manjik Photography/Alamy)
OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg,https://cn.bing.com//th?id=OHR.PineLogSP_ZH-CN1105763820_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190512,20190513,松木国家森林，佛罗里达州 (© plainpicture/Cavan Images)
﻿OHR.BicycleRelief_ZH-CN4483533362_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BicycleRelief_ZH-CN4483533362_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190516,20190517,the Pura Meduwe Karang神庙中雕刻艺术家W.O.J.Nieuwenkamp的作品，印度尼西亚巴厘岛 (© John Elk III/Getty Images)
﻿OHR.BeeWeek_ZH-CN4917222816_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BeeWeek_ZH-CN4917222816_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190519,20190520,一只身上粘满南瓜花粉的蜜蜂，德国 (© Konrad Wothe/Minden Pictures)
OHR.Ghyakar_ZH-CN4631836915_1920x1080.jpg,https://cn.bing.com//th?id=OHR.Ghyakar_ZH-CN4631836915_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190518,20190519,Ghyakar村，尼泊尔上木斯塘 (© Frank Bienewald/Alamy)
OHR.BluebellBeech_ZH-CN8269343251_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BluebellBeech_ZH-CN8269343251_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190517,20190518,山毛榉树林里的蓝铃花，英国赫特福德郡 (© Dan Tucker/Alamy)
﻿OHR.CRDelta_ZH-CN5088201492_1920x1080.jpg,https://cn.bing.com//th?id=OHR.CRDelta_ZH-CN5088201492_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190520,20190521,圣伊莱亚斯国家公园中的铜河三角洲，阿拉斯加 (© Frans Lanting/plainpicture)
OHR.BeeWeek_ZH-CN4917222816_1920x1080.jpg,https://cn.bing.com//th?id=OHR.BeeWeek_ZH-CN4917222816_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190519,20190520,一只身上粘满南瓜花粉的蜜蜂，德国 (© Konrad Wothe/Minden Pictures)
﻿OHR.MacmillanForest_ZH-CN5295176479_1920x1080.jpg,https://cn.bing.com//th?id=OHR.MacmillanForest_ZH-CN5295176479_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190523,20190524,麦克米伦省级公园里的神殿林，加拿大不列颠哥伦比亚省 (© Robert Postma/Shutterstock)
OHR.CuracaoTurtle_ZH-CN5468901173_1920x1080.jpg,https://cn.bing.com//th?id=OHR.CuracaoTurtle_ZH-CN5468901173_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190522,20190523,库拉索普拉亚格兰迪海滩附近的绿海龟和沙丁鱼 (© yfhishinuma/Getty Images Plus)
OHR.SeaCliffBridge_ZH-CN5362667487_1920x1080.jpg,https://cn.bing.com//th?id=OHR.SeaCliffBridge_ZH-CN5362667487_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190521,20190522,澳大利亚太平洋海岸的海崖大桥 (© Nick Fox/Alamy)
﻿OHR.MacmillanForest_ZH-CN5295176479_1920x1080.jpg,https://cn.bing.com//th?id=OHR.MacmillanForest_ZH-CN5295176479_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190523,20190524,麦克米伦省级公园里的神殿林，加拿大不列颠哥伦比亚省 (© Robert Postma/Shutterstock)
OHR.CRDelta_ZH-CN5088201492_1920x1080.jpg,https://cn.bing.com//th?id=OHR.CRDelta_ZH-CN5088201492_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp,20190520,20190521,圣伊莱亚斯国家公园中的铜河三角洲，阿拉斯加 (© Frans Lanting/plainpicture)
